"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"25","no","no","yes","12years","white","no","36","0","0","6","northcentral"
"34","yes","no","yes","<9years","white","yes","26","0","0","32","northcentral"
"0","no","no","no","13-15years","white","no","45","0","0","0","northcentral"
"8","yes","no","yes","16years","white","no","22","0","5","60.5","northcentral"
"0","yes","no","yes","13-15years","white","no","16","1","1","30","northcentral"
"20","no","no","yes","13-15years","black","no","6","0","2","20","northcentral"
"45","no","yes","no","16years","white","no","35","0","0","0","northcentral"
"30","no","yes","yes","13-15years","white","no","34","0","0","44","northcentral"
"0","yes","no","yes","16years","white","no","30","0","0","54.39","northcentral"
"30","no","yes","no","12years","white","no","36","0","0","25","northcentral"
"30","no","yes","yes",">16years","white","no","4","0","0","52","northcentral"
"23","no","no","yes",">16years","white","no","19","0","0","58","northcentral"
"20","yes","no","yes","16years","white","no","15","1","0","56","northcentral"
"30","yes","no","yes","13-15years","white","no","16","0","2","24.2","northcentral"
"0","yes","no","yes","12years","white","no","44","0","0","26.5","northcentral"
"0","yes","no","yes","12years","white","no","39","0","0","17","northcentral"
"0","yes","no","yes","12years","white","no","34","0","0","32","northcentral"
"16","yes","no","yes","12years","white","no","36","0","0","35","northcentral"
"0","no","no","no","<9years","white","yes","17","0","3","9","northcentral"
"0","no","no","no","<9years","white","yes","33","1","0","13.44","northcentral"
"0","yes","no","yes","9-11years","white","yes","13.5","0","2","9","northcentral"
"45","yes","no","yes","12years","white","no","20","1","1","27","northcentral"
"30","yes","no","yes","13-15years","white","no","33","0","0","32","northcentral"
"40","no","yes","yes","12years","white","no","18","0","0","33","northcentral"
"35","yes","no","yes","12years","white","no","35","0","0","0","northcentral"
"21","no","yes","no","13-15years","white","no","8","1","0","22.2","northcentral"
"40","yes","no","yes","12years","white","no","20","0","1","20","northcentral"
"35","no","yes","no","12years","white","no","36","0","0","31","northcentral"
"40","yes","yes","yes","13-15years","white","no","18","0","0","33","northcentral"
"0","no","no","no","9-11years","white","no","14.5","0","2","46","northcentral"
"40","no","yes","no","12years","black","no","35","0","0","0","northcentral"
"40","no","yes","yes","12years","white","no","37","0","0","0","northcentral"
"50","yes","no","yes","16years","white","no","29","0","0","0","northcentral"
"48","yes","no","yes","12years","white","no","16","0","3","30","northcentral"
"50","no","yes","no","16years","white","no","21","0","2","43.015","northcentral"
"20","yes","no","yes","13-15years","white","no","15","0","2","26","northcentral"
"0","no","no","no","12years","white","no","42","0","0","40","northcentral"
"35","yes","no","yes","12years","white","no","12","1","2","3.83","northcentral"
"32","no","no","no","9-11years","white","no","11.5","1","1","24","northcentral"
"0","no","no","no","12years","white","no","23","1","4","16.8","northcentral"
"0","yes","no","yes","9-11years","white","no","28.5","0","1","28","northcentral"
"40","no","yes","no","12years","white","no","6","0","0","24","northcentral"
"0","yes","no","yes","16years","white","no","8","1","1","45","northcentral"
"45","no","no","no","12years","white","no","13","1","0","16.5","northcentral"
"30","yes","no","yes","12years","white","no","29","0","1","40","northcentral"
"40","no","yes","no","13-15years","white","no","27","0","1","0","northcentral"
"0","yes","no","yes","12years","white","no","20","0","2","42.341","northcentral"
"36","no","yes","no","13-15years","white","no","24","0","2","8","northcentral"
"40","yes","yes","yes","12years","white","no","17","0","0","26.253","northcentral"
"0","yes","no","yes","13-15years","white","no","10","2","1","28.1","northcentral"
"20","no","no","no","13-15years","white","no","2","1","0","13.5","northcentral"
"30","yes","no","yes","9-11years","white","no","7.5","2","1","5.496","northcentral"
"40","yes","no","yes","13-15years","white","no","14","0","3","26","northcentral"
"40","yes","yes","yes","13-15years","black","no","7","0","0","49","northcentral"
"0","yes","no","yes","13-15years","white","no","32","0","0","99.999","northcentral"
"30","yes","no","yes","12years","white","no","8","1","0","28","northcentral"
"0","yes","no","yes","16years","white","no","32","0","0","99.999","northcentral"
"40","yes","no","yes","16years","white","no","12","0","0","52","northcentral"
"40","no","yes","yes","16years","white","no","1","0","0","25","northcentral"
"52","no","yes","no","12years","white","no","32","0","0","17","northcentral"
"50","no","yes","yes","16years","white","no","16","2","1","24.404","northcentral"
"0","yes","no","yes","12years","white","no","25","0","1","41.68","northcentral"
"16","no","no","no","13-15years","white","no","29","0","0","0","northcentral"
"20","no","no","yes",">16years","white","no","19","1","3","40","northcentral"
"24","yes","no","yes","16years","white","no","5","0","0","44.4","northcentral"
"40","no","yes","yes","12years","white","no","10","1","2","25","northcentral"
"40","yes","no","yes","13-15years","white","no","21","0","1","36","northcentral"
"40","yes","yes","yes","16years","white","no","11","0","0","37","northcentral"
"36","yes","no","yes","12years","white","no","22","0","2","13","northcentral"
"43","yes","no","yes","12years","white","no","24","0","2","49.2","northcentral"
"30","yes","no","yes","12years","white","no","14","1","0","31.5","northcentral"
"45","no","yes","no","12years","white","no","29","0","0","10","northcentral"
"40","yes","yes","yes","16years","white","no","6","1","0","37.5","northcentral"
"0","yes","no","yes","13-15years","white","no","8","1","1","31","northcentral"
"40","no","yes","no","9-11years","white","no","16.5","0","1","0","northcentral"
"40","no","yes","no","<9years","white","no","42","0","0","0","northcentral"
"40","yes","no","yes","12years","white","no","12","1","1","21","northcentral"
"30","yes","no","yes","12years","white","no","25","1","0","32","northcentral"
"40","no","yes","yes","13-15years","white","no","18","0","2","30.24","northcentral"
"32","no","yes","no","16years","white","no","10","0","0","62","northcentral"
"40","yes","yes","yes","12years","white","no","18","1","0","30","northcentral"
"48","no","yes","no","13-15years","white","no","30","0","0","0","northcentral"
"40","no","yes","yes","13-15years","white","no","7","0","0","38","northcentral"
"0","yes","no","yes","13-15years","white","no","44","0","0","0.8","northcentral"
"0","no","yes","no","12years","white","no","25","0","0","37","northcentral"
"50","yes","no","yes","9-11years","white","no","37.5","0","0","15.6","northcentral"
"20","no","yes","no","13-15years","white","no","13","0","2","50","northcentral"
"50","no","yes","yes","13-15years","white","no","16","1","0","36","northcentral"
"40","yes","yes","yes","12years","white","no","14","0","0","38","northcentral"
"0","yes","no","yes","12years","white","no","19","1","0","30","northcentral"
"30","no","yes","yes","12years","white","no","17","0","2","23","northcentral"
"65","yes","no","yes","13-15years","white","no","12","0","2","11","northcentral"
"40","no","no","no","13-15years","white","no","26","0","0","0","northcentral"
"50","no","yes","yes","12years","white","no","8","0","0","4","northcentral"
"32","yes","yes","yes","12years","white","no","19","0","1","36","northcentral"
"40","yes","yes","yes","12years","white","no","26","0","0","26.1","northcentral"
"30","no","no","no","12years","white","no","22","0","1","4.24","northcentral"
"63","yes","yes","yes","12years","white","no","34","0","0","40","northcentral"
"0","yes","no","yes","13-15years","white","no","20","0","1","80","northcentral"
"40","yes","no","yes","12years","white","no","18","0","2","26","northcentral"
"23","no","yes","no","12years","white","no","39","0","0","20","northcentral"
"40","yes","no","yes","12years","white","no","25","0","2","24","northcentral"
"60","yes","yes","yes",">16years","white","no","18","1","1","23.496","northcentral"
"15","no","no","yes","9-11years","white","no","37.5","0","0","48.5","northcentral"
"0","yes","no","yes","13-15years","white","no","10","1","2","53.849","northcentral"
"50","yes","no","yes","12years","white","no","19","0","2","33.806","northcentral"
"15","yes","no","yes","12years","white","no","25","1","2","26.8","northcentral"
"25","yes","no","yes","12years","white","no","17","0","0","16","northcentral"
"40","yes","yes","yes","12years","white","no","17","0","2","22","northcentral"
"20","yes","no","yes","13-15years","white","no","27","0","0","23","northcentral"
"40","no","yes","no","13-15years","white","no","23","1","2","34","northcentral"
"30","yes","yes","yes","12years","white","no","33","0","0","37","northcentral"
"40","yes","no","yes","13-15years","white","no","38","0","0","30","northcentral"
"35","no","no","no","12years","white","no","26","0","2","18","northcentral"
"35","yes","no","yes","12years","white","no","21","0","3","20","northcentral"
"35","no","yes","yes","9-11years","white","no","15.5","0","2","17","northcentral"
"59","yes","no","yes","9-11years","white","no","30.5","0","0","22.3","northcentral"
"40","yes","no","yes","13-15years","white","no","32","0","0","30","northcentral"
"0","yes","no","yes","12years","white","no","32","0","0","53","northcentral"
"40","no","yes","yes","12years","white","no","15","0","0","33","northcentral"
"0","yes","no","yes","<9years","white","no","15","0","3","23","northcentral"
"25","yes","no","yes","13-15years","white","no","14","2","0","25","northcentral"
"50","no","yes","no","16years","white","no","3","0","0","15","northcentral"
"0","no","no","no","13-15years","white","no","12","3","0","0","northcentral"
"25","no","yes","yes","12years","white","no","34","0","0","30.1","northcentral"
"40","yes","yes","yes","12years","white","no","13","0","1","36.5","northcentral"
"40","no","yes","yes","12years","white","no","31","0","0","33.771","northcentral"
"0","no","yes","yes","12years","white","no","46","0","0","0","northcentral"
"40","no","yes","no","9-11years","white","no","41.5","0","0","0","northcentral"
"45","no","yes","no","13-15years","white","no","21","0","1","35","northcentral"
"22","no","no","no","13-15years","white","no","41","0","0","0","northcentral"
"80","no","yes","no",">16years","white","no","28","0","1","10","northcentral"
"17","yes","no","yes","12years","white","no","22","0","0","28.5","northcentral"
"0","no","no","no","9-11years","white","yes","11.5","2","1","15","northcentral"
"40","no","yes","no","12years","white","no","29","0","1","17.7","northcentral"
"40","yes","no","yes","12years","white","no","33","0","0","48","northcentral"
"40","no","yes","no","13-15years","white","no","15","0","2","8","northcentral"
"40","no","yes","yes","12years","white","no","37","0","0","24","northcentral"
"17","yes","no","yes","12years","white","no","24","1","1","45","northcentral"
"40","yes","yes","yes",">16years","white","no","17","0","2","88","northcentral"
"36","no","yes","no","13-15years","white","no","16","2","0","27.739","northcentral"
"0","yes","no","yes","12years","white","no","37","0","0","34","northcentral"
"40","no","yes","no","12years","white","no","25","0","2","27","northcentral"
"45","no","yes","no","12years","white","no","12","0","0","18","northcentral"
"40","yes","no","yes","13-15years","white","no","34","0","0","39","northcentral"
"40","no","no","no","13-15years","other","no","16","0","3","22","northcentral"
"0","yes","no","yes","12years","white","no","42","0","0","0.96","northcentral"
"45","yes","yes","yes","16years","white","no","8","2","0","19.5","northcentral"
"32","no","no","no","12years","white","no","23","0","2","0","northcentral"
